ZIP_CODE,LATITUDE,LONGTITUDE,PONAME,COLOR
11140,37.5674173,126.984642,__,FC00F0
11140,37.5678826,126.9811936,__,FC00F0
11230,37.5883148,127.0460899,____,F7071C
11230,37.5994013,127.0624708,____,F7071C
11260,37.6102524,127.1011551,___,16DEF2
11110,37.5703825,126.9923929,___,C5F216
11110,37.5770464,126.9819269,___,C5F216
11215,37.5532424,127.0734923,___,F28116
11170,37.5428503,126.9733899,___,16EDF2
11140,37.5674664,126.9894371,__,FC00F0
11140,37.5642292,127.0152228,__,FC00F0
11470,37.5163358,126.8530247,___,6323DB
11140,37.5675948,126.9831121,__,FC00F0
11650,37.4449934,127.049594,___,16F22D
11410,37.5622877,126.9621679,____,194C67
11110,37.575276,126.971827,___,C5F216
11110,37.584442,126.9676997,___,C5F216
11650,37.4660631,127.0178628,___,16F22D
11170,37.532933,126.9506456,___,16EDF2
11140,37.5600001,126.9873836,__,FC00F0
11230,37.5802851,127.0556709,____,F7071C
11230,37.5881848,127.0643272,____,F7071C
11320,37.6463131,127.04338,___,F2B416
11140,37.556819,127.0154305,__,FC00F0
11200,37.5643661,127.0285933,___,34EA0C
11305,37.6219876,127.0235677,___,F27616
11140,37.560059,126.9840941,__,FC00F0
11110,37.569505,126.9803078,___,C5F216
11140,37.5674834,126.9870578,__,FC00F0
11140,37.55526,127.0003341,__,FC00F0
11140,37.5606513,126.989397,__,FC00F0
11140,37.5680651,126.9788674,__,FC00F0
11215,37.5436014,127.0931657,___,F28116
11350,37.6304774,127.0884816,___,C5F216
11110,37.5720312,126.9906468,___,C5F216
11110,37.575195,126.9799523,___,C5F216
11110,37.5752845,126.9739369,___,C5F216
11110,37.5706982,126.980334,___,C5F216
11110,37.5727248,126.9746762,___,C5F216
11110,37.5797855,126.981012,___,C5F216
11410,37.5613992,126.9453104,____,194C67
11650,37.4631455,127.0527369,___,16F22D
11170,37.5433004,126.9666026,___,16EDF2
11260,37.600464,127.0784467,___,16DEF2
11410,37.5701581,126.9583199,____,194C67
11260,37.6125348,127.0803388,___,16DEF2
11260,37.6003767,127.1056492,___,16DEF2
11410,37.5674955,126.9620152,____,194C67
11170,37.5343201,126.9577323,___,16EDF2
11650,37.5045831,127.0021767,___,16F22D
11110,37.5772363,126.9805779,___,C5F216
11410,37.5635697,126.9673972,____,194C67
11410,37.5636974,126.9549002,____,194C67
11410,37.5873266,126.94728,____,194C67
11170,37.543576,126.9607221,___,16EDF2
11650,37.4583407,127.0770851,___,16F22D
11260,37.5819253,127.0902095,___,16DEF2
11260,37.6001601,127.0832212,___,16DEF2
11110,37.5738606,126.9805797,___,C5F216
11170,37.538784,126.9562609,___,16EDF2
11110,37.5827038,126.9718981,___,C5F216
11110,37.5725522,126.9918438,___,C5F216
11110,37.5710316,126.9692509,___,C5F216
11650,37.4790075,126.9959104,___,16F22D
11650,37.468455,127.0362466,___,16F22D
11320,37.6852416,127.0298657,___,F2B416
11140,37.5659055,126.9805717,__,FC00F0
11170,37.5363505,126.9634639,___,16EDF2
11170,37.5357089,126.9515061,___,16EDF2
11410,37.5741171,126.9547307,____,194C67
11110,37.58161,127.0051704,___,C5F216
11170,37.5399032,126.9675517,___,16EDF2
11410,37.5678141,126.9597564,____,194C67
11110,37.5741579,126.9847959,___,C5F216
11110,37.5737344,126.9830947,___,C5F216
11140,37.5638636,126.9820397,__,FC00F0
11110,37.5774765,126.9838446,___,C5F216
11140,37.5606911,126.9755026,__,FC00F0
11140,37.5675677,126.9773826,__,FC00F0
11650,37.4451504,127.0596521,___,16F22D
11410,37.5649689,126.9639845,____,194C67
11200,37.5505366,127.0348586,___,34EA0C
11650,37.5153035,127.0093893,___,16F22D
11110,37.5828064,126.9848647,___,C5F216
11170,37.5312807,126.9686035,___,16EDF2
11170,37.538862,126.9922782,___,16EDF2
11200,37.5541037,127.0621614,___,34EA0C
11170,37.5280446,126.9632299,___,16EDF2
11170,37.5188354,126.9651352,___,16EDF2
11170,37.5358397,126.9549627,___,16EDF2
11140,37.5679302,126.9847933,__,FC00F0
11140,37.5616684,126.9794385,__,FC00F0
11110,37.5715373,126.9802938,___,C5F216
11110,37.5806863,126.9826101,___,C5F216
11110,37.5846181,126.9991752,___,C5F216
11110,37.5779984,126.9727225,___,C5F216
11110,37.5726289,126.9980205,___,C5F216
11110,37.5889535,126.9974079,___,C5F216
11140,37.5624854,126.9782509,__,FC00F0
11110,37.574232,126.9897103,___,C5F216
11140,37.5585169,126.9827612,__,FC00F0
11200,37.5591737,127.0352497,___,34EA0C
11140,37.5676122,126.9961709,__,FC00F0
11200,37.5530419,127.0213783,___,34EA0C
11110,37.5829045,126.9868772,___,C5F216
11110,37.5692358,126.9942544,___,C5F216
11140,37.5623108,126.995975,__,FC00F0
11110,37.5695052,126.9984621,___,C5F216
11140,37.5642498,126.9878913,__,FC00F0
11140,37.5657158,126.986263,__,FC00F0
11110,37.5809142,126.9927443,___,C5F216
11305,37.6632405,126.9992181,___,F27616
11140,37.5567475,126.9713413,__,FC00F0
11110,37.572373,126.9930161,___,C5F216
11110,37.5798178,126.9700651,___,C5F216
11110,37.580573,126.9723675,___,C5F216
11140,37.5625808,126.9995908,__,FC00F0
11170,37.5215716,127.0002868,___,16EDF2
11140,37.564601,126.9923477,__,FC00F0
11440,37.536882,126.943622,___,FC00F0
11110,37.5713261,126.9832335,___,C5F216
11470,37.5367323,126.8764165,___,6323DB
11110,37.5707645,126.9863062,___,C5F216
11110,37.5703732,126.9740722,___,C5F216
11200,37.5407489,127.0571063,___,34EA0C
11320,37.6646494,127.0334847,___,F2B416
11350,37.6295557,127.0562532,___,C5F216
11140,37.5614488,127.0005452,__,FC00F0
11140,37.566416,127.0095181,__,FC00F0
11140,37.5677264,126.992771,__,FC00F0
11140,37.5606655,126.9695132,__,FC00F0
11140,37.5558883,126.9669832,__,FC00F0
11140,37.566393,126.9977069,__,FC00F0
11140,37.5661453,126.9733062,__,FC00F0
11110,37.5690609,126.9904495,___,C5F216
11200,37.5684665,127.0255499,___,34EA0C
11170,37.5371288,126.9690034,___,16EDF2
11170,37.535453,126.9646994,___,16EDF2
11170,37.5321655,126.9762897,___,16EDF2
11110,37.5873096,126.9930707,___,C5F216
11140,37.5668791,126.9680884,__,FC00F0
11140,37.5589096,126.9729614,__,FC00F0
11110,37.5890286,126.9685157,___,C5F216
11140,37.5638976,126.9799891,__,FC00F0
11170,37.5377219,126.9597098,___,16EDF2
11650,37.4885178,127.0171248,___,16F22D
11410,37.5613616,126.9662486,____,194C67
11170,37.5358426,126.9730991,___,16EDF2
11170,37.5235803,126.995177,___,16EDF2
11200,37.5431193,127.0416554,___,34EA0C
11170,37.5168611,126.9842128,___,16EDF2
11170,37.5268849,127.0017003,___,16EDF2
11140,37.5577913,126.9949767,__,FC00F0
11140,37.5577553,126.9973738,__,FC00F0
11140,37.5551793,126.9897761,__,FC00F0
11200,37.5670762,127.0407445,___,34EA0C
11110,37.5706899,126.9979792,___,C5F216
11305,37.6292269,127.036379,___,F27616
11140,37.5617555,126.9877459,__,FC00F0
11140,37.5644525,126.9844713,__,FC00F0
11110,37.5684349,126.9644739,___,C5F216
11110,37.5691978,126.9859065,___,C5F216
11110,37.5720605,126.9859554,___,C5F216
11110,37.5725546,126.9886246,___,C5F216
11140,37.5610267,126.9826398,__,FC00F0
11140,37.5563671,126.9763016,__,FC00F0
11320,37.6525541,127.0273717,___,F2B416
11200,37.5420259,127.0219996,___,34EA0C
11110,37.5898785,126.9813798,___,C5F216
11140,37.5571575,126.9816994,__,FC00F0
11140,37.5643088,126.9899006,__,FC00F0
11170,37.5374384,127.0060971,___,16EDF2
11140,37.5640814,126.9980377,__,FC00F0
11110,37.5760033,127.0135246,___,C5F216
11200,37.5624296,127.0550851,___,34EA0C
11215,37.5323755,127.0744811,___,F28116
11110,37.5766752,127.0190652,___,C5F216
11560,37.5144685,126.8901537,____,1E6CD6
11110,37.5827295,126.9805795,___,C5F216
11200,37.5525166,127.0217884,___,34EA0C
11110,37.5841834,126.9880867,___,C5F216
11140,37.5632359,126.9764068,__,FC00F0
11110,37.5849071,126.9724095,___,C5F216
11110,37.6179518,126.9621624,___,C5F216
11110,37.6139675,126.9743016,___,C5F216
11110,37.5715788,126.9738252,___,C5F216
11140,37.5591789,126.9847188,__,FC00F0
11200,37.5452026,127.0229976,___,34EA0C
11140,37.5580671,126.9775968,__,FC00F0
11170,37.5256032,126.9740049,___,16EDF2
11110,37.576392,126.9883159,___,C5F216
11140,37.5630105,126.9852881,__,FC00F0
11140,37.5641432,126.9962711,__,FC00F0
11110,37.5753838,126.9658263,___,C5F216
11110,37.587822,127.0023228,___,C5F216
11110,37.5742191,126.9940707,___,C5F216
11110,37.576109,126.9917564,___,C5F216
11110,37.5752459,126.9864008,___,C5F216
11140,37.5583248,126.9858848,__,FC00F0
11170,37.5503851,126.9805049,___,16EDF2
11170,37.5430767,126.9858631,___,16EDF2
11140,37.5605244,126.9909105,__,FC00F0
11230,37.5762335,127.0348716,____,F7071C
11200,37.5499287,127.0195552,___,34EA0C
11140,37.5682735,126.998942,__,FC00F0
11440,37.5412882,126.9404514,___,FC00F0
11440,37.5422601,126.9345406,___,FC00F0
11110,37.5701811,126.9653066,___,C5F216
11140,37.5622482,126.9919612,__,FC00F0
11110,37.5733668,126.9721015,___,C5F216
11230,37.5711171,127.0674265,____,F7071C
11215,37.5630636,127.0883253,___,F28116
11215,37.5511328,127.0818921,___,F28116
11350,37.6664734,127.0723253,___,C5F216
11230,37.5699332,127.0551216,____,F7071C
11140,37.5591646,126.9655627,__,FC00F0
11110,37.5823905,126.999806,___,C5F216
11680,37.5138347,127.0317062,___,F7071C
11290,37.5971818,127.0178324,___,A66FCB
11500,37.5534112,126.7831642,___,A816F2
11140,37.5637065,126.9684915,__,FC00F0
11140,37.561147,126.9924128,__,FC00F0
11110,37.575484,126.9976454,___,C5F216
11140,37.5623459,126.9708088,__,FC00F0
11110,37.5733424,127.0034706,___,C5F216
11110,37.5773254,127.0054705,___,C5F216
11110,37.574766,127.0059174,___,C5F216
11140,37.5676493,127.0160091,__,FC00F0
11560,37.526241,126.8974284,____,1E6CD6
11530,37.4937929,126.8849584,___,16EDF2
11710,37.502828,127.1041069,___,DB3323
11545,37.4497033,126.9106965,___,EA2A0C
11560,37.534892,126.9024679,____,1E6CD6
11410,37.5791085,126.9117177,____,194C67
11560,37.5058261,126.9126514,____,1E6CD6
11560,37.5489947,126.8900753,____,1E6CD6
11710,37.4785724,127.1320169,___,DB3323
11740,37.5676689,127.1720391,___,3616F2
11290,37.5900467,127.0197107,___,A66FCB
11500,37.5528356,126.8112163,___,A816F2
11230,37.594437,127.0521251,____,F7071C
11110,37.5794898,126.9770085,___,C5F216
11170,37.5488937,126.9671721,___,16EDF2
11530,37.502438,126.8586172,___,16EDF2
11530,37.4922507,126.8372029,___,16EDF2
11680,37.4644483,127.1066379,___,F7071C
11680,37.4766387,127.1001169,___,F7071C
11530,37.4810222,126.8236562,___,16EDF2
11545,37.4754693,126.8842387,___,EA2A0C
11230,37.5847824,127.0368405,____,F7071C
11200,37.5671038,127.0327203,___,34EA0C
11110,37.5714262,126.9613042,___,C5F216
11170,37.5462385,126.9666851,___,16EDF2
11110,37.5768799,126.967704,___,C5F216
11530,37.5105874,126.8830734,___,16EDF2
11530,37.4830168,126.887363,___,16EDF2
11140,37.5542553,126.9643231,__,FC00F0
11110,37.5934957,126.9672852,___,C5F216
11560,37.5296813,126.8897889,____,1E6CD6
11140,37.5610374,127.0076398,__,FC00F0
11410,37.5933419,126.9395751,____,194C67
11710,37.4856663,127.1237432,___,DB3323
11140,37.5650378,127.0051836,__,FC00F0
11410,37.5766943,126.9185075,____,194C67
11140,37.5639442,127.0083467,__,FC00F0
11110,37.5737459,127.0001194,___,C5F216
11110,37.5707296,127.0033502,___,C5F216
11110,37.5722418,127.0072739,___,C5F216
11110,37.5781586,126.9852528,___,C5F216
11215,37.5477291,127.1042141,___,F28116
11410,37.5726345,126.9472294,____,194C67
11350,37.6508772,127.0775077,___,C5F216
11110,37.5744857,126.9626521,___,C5F216
11110,37.6005798,126.956785,___,C5F216
11110,37.5793623,126.9680055,___,C5F216
11140,37.5637681,127.0045496,__,FC00F0
11140,37.567505,127.0070795,__,FC00F0
11140,37.5668186,127.0021802,__,FC00F0
11440,37.5388869,126.9396827,___,FC00F0
11140,37.5685483,127.0031304,__,FC00F0
11140,37.5644435,127.0010469,__,FC00F0
11110,37.6030533,126.9618054,___,C5F216
11170,37.5449357,126.9730564,___,16EDF2
11440,37.5447269,126.9194336,___,FC00F0
11110,37.5784882,126.9996742,___,C5F216
11110,37.5676735,126.9668353,___,C5F216
11110,37.5711594,126.9641514,___,C5F216
11140,37.5685914,127.0204705,__,FC00F0
11290,37.5858496,127.0183007,___,A66FCB
11500,37.5773667,126.814752,___,A816F2
11500,37.5865739,126.8031382,___,A816F2
11560,37.5326108,126.8899608,____,1E6CD6
11290,37.6167753,126.9983569,___,A66FCB
11500,37.574112,126.8309811,___,A816F2
11140,37.5645365,126.9945521,__,FC00F0
11440,37.5438506,126.9279703,___,FC00F0
11560,37.5210399,126.9068175,____,1E6CD6
11290,37.5829039,127.021382,___,A66FCB
11290,37.5824037,127.0201558,___,A66FCB
11440,37.5662175,126.9039248,___,FC00F0
11620,37.4630314,126.9347745,___,E616F2
11290,37.5796096,127.0223212,___,A66FCB
11290,37.5864995,127.0196089,___,A66FCB
11530,37.4946532,126.8517611,___,16EDF2
11545,37.4663645,126.8975779,___,EA2A0C
11590,37.4996854,126.9455504,___,34EA0C
11290,37.6160358,127.0503365,___,A66FCB
11500,37.567984,126.844436,___,A816F2
11620,37.4750363,126.9490874,___,E616F2
11500,37.5662169,126.7883549,___,A816F2
11290,37.5895393,127.0040328,___,A66FCB
11680,37.5147968,127.0550895,___,F7071C
11230,37.5748049,127.0255929,____,F7071C
11410,37.5692019,126.9591256,____,194C67
11170,37.5305892,126.9858834,___,16EDF2
11170,37.5402662,126.976971,___,16EDF2
11410,37.5646453,126.9439073,____,194C67
11680,37.4824461,127.0627322,___,F7071C
11140,37.5665987,126.9924032,__,FC00F0
11170,37.5191265,126.991401,___,16EDF2
11215,37.5435023,127.0736981,___,F28116
11440,37.5460069,126.932338,___,FC00F0
11710,37.5335451,127.1132241,___,DB3323
11560,37.5224645,126.8938151,____,1E6CD6
11710,37.497466,127.151561,___,DB3323
11740,37.5397058,127.1470066,___,3616F2
11140,37.5629167,126.9739582,__,FC00F0
11530,37.4801779,126.8394452,___,16EDF2
11350,37.638495,127.071507,___,C5F216
11170,37.5526054,126.9665239,___,16EDF2
11110,37.5767914,126.9582275,___,C5F216
11170,37.5342588,126.9468778,___,16EDF2
11560,37.5427197,126.8894307,____,1E6CD6
11710,37.5037347,127.1339176,___,DB3323
11200,37.5634228,127.0332231,___,34EA0C
11680,37.4855136,127.0984643,___,F7071C
11440,37.5432644,126.9306672,___,FC00F0
11560,37.5347504,126.9031693,____,1E6CD6
11560,37.5231837,126.8886735,____,1E6CD6
11290,37.5941547,127.0204848,___,A66FCB
11680,37.522901,127.0246548,___,F7071C
11290,37.5839528,127.0236728,___,A66FCB
11560,37.5163676,126.8835197,____,1E6CD6
11560,37.5134157,126.9067835,____,1E6CD6
11380,37.5926842,126.9257984,___,16F277
11710,37.5250784,127.0921991,___,DB3323
11590,37.4999089,126.9736767,___,34EA0C
11590,37.4851779,126.9717959,___,34EA0C
11290,37.6079392,127.0611739,___,A66FCB
11500,37.5519877,126.8527941,___,A816F2
11560,37.5290851,126.9050149,____,1E6CD6
11440,37.5559402,126.8999194,___,FC00F0
11110,37.5835524,126.9641935,___,C5F216
11110,37.5778624,126.9710381,___,C5F216
11740,37.5304064,127.1288442,___,3616F2
11560,37.5127162,126.8935375,____,1E6CD6
11560,37.5200428,126.8841712,____,1E6CD6
11560,37.5181304,126.9083998,____,1E6CD6
11440,37.5443996,126.9556064,___,FC00F0
11440,37.5395606,126.9506254,___,FC00F0
11710,37.5111559,127.0858092,___,DB3323
11680,37.487919,127.0852156,___,F7071C
11440,37.5492254,126.9472146,___,FC00F0
11740,37.5655385,127.1576823,___,3616F2
11740,37.5289353,127.1467424,___,3616F2
11560,37.5082421,126.9015397,____,1E6CD6
11740,37.5431857,127.1265643,___,3616F2
11440,37.5536496,126.9200803,___,FC00F0
11290,37.5963213,126.9925431,___,A66FCB
11740,37.5508013,127.1698689,___,3616F2
11440,37.5498986,126.9290709,___,FC00F0
11410,37.5651557,126.9433451,____,194C67
11410,37.5725293,126.9312648,____,194C67
11440,37.5540256,126.9382447,___,FC00F0
11290,37.5963264,127.0168843,___,A66FCB
11290,37.5887176,127.0222897,___,A66FCB
11440,37.554422,126.9559626,___,FC00F0
11560,37.4970578,126.9009236,____,1E6CD6
11710,37.4893748,127.1470227,___,DB3323
11440,37.5473874,126.9555575,___,FC00F0
11740,37.5485893,127.151755,___,3616F2
11680,37.52883,127.0295045,___,F7071C
11710,37.5049182,127.1138534,___,DB3323
11560,37.517729,126.9126708,____,1E6CD6
11560,37.5389197,126.8929394,____,1E6CD6
11290,37.5903924,127.0116169,___,A66FCB
11290,37.5885476,127.016002,___,A66FCB
11110,37.5802364,126.9623723,___,C5F216
11290,37.5915119,127.0150675,___,A66FCB
11290,37.5867502,127.0134419,___,A66FCB
11380,37.5959208,126.9074632,___,16F277
11290,37.5888166,127.0081299,___,A66FCB
11710,37.4942803,127.1176311,___,DB3323
11440,37.5480088,126.9372619,___,FC00F0
11560,37.5118742,126.8975738,____,1E6CD6
11560,37.5321286,126.90101,____,1E6CD6
11560,37.5222528,126.9030388,____,1E6CD6
11560,37.5242607,126.9071884,____,1E6CD6
11710,37.5018103,127.0897698,___,DB3323
11440,37.5716735,126.9067456,___,FC00F0
11560,37.517862,126.9038985,____,1E6CD6
11620,37.4630565,126.9776244,___,E616F2
11440,37.5626693,126.9223734,___,FC00F0
11440,37.5580953,126.9258049,___,FC00F0
11440,37.5478042,126.9079929,___,FC00F0
11290,37.5806329,127.0192949,___,A66FCB
11290,37.584334,127.016517,___,A66FCB
11290,37.5805404,127.0246072,___,A66FCB
11680,37.4998676,127.0386901,___,F7071C
11560,37.5233387,126.8839345,____,1E6CD6
11380,37.6126506,126.9243912,___,16F277
11290,37.5918678,127.0106029,___,A66FCB
11290,37.5898185,127.013353,___,A66FCB
11680,37.4881299,127.0440333,___,F7071C
11560,37.5208906,126.9126698,____,1E6CD6
11440,37.5470257,126.9243736,___,FC00F0
11740,37.5577912,127.1295091,___,3616F2
11680,37.4989487,127.0646582,___,F7071C
11290,37.5951321,127.0188307,___,A66FCB
11680,37.4717408,127.1114701,___,F7071C
11440,37.5715459,126.877877,___,FC00F0
11470,37.5290519,126.8370637,___,6323DB
11560,37.5214443,126.898537,____,1E6CD6
11590,37.5115,126.9415118,___,34EA0C
11590,37.5032399,126.9498621,___,34EA0C
11290,37.5848587,127.0118856,___,A66FCB
11440,37.5498968,126.9427567,___,FC00F0
11560,37.5171092,126.8959575,____,1E6CD6
11560,37.536431,126.8962332,____,1E6CD6
11290,37.6084879,127.0223924,___,A66FCB
11560,37.5291366,126.8991344,____,1E6CD6
11590,37.5124878,126.9551132,___,34EA0C
11500,37.5495179,126.8203066,___,A816F2
11590,37.5052783,126.9638232,___,34EA0C
11500,37.5536081,126.8346843,___,A816F2
11560,37.5284328,126.9273753,____,1E6CD6
11380,37.5849864,126.8928476,___,16F277
11290,37.5901376,127.007256,___,A66FCB
11290,37.5868415,127.0232695,___,A66FCB
11290,37.5843841,127.0075165,___,A66FCB
11500,37.5559718,126.8712408,___,A816F2
11530,37.5009522,126.8286614,___,16EDF2
11290,37.596525,127.0332811,___,A66FCB
11380,37.6210985,126.9132641,___,16F277
11530,37.4936808,126.8204193,___,16EDF2
11380,37.6041196,126.9344912,___,16F277
11380,37.6191932,126.935134,___,16F277
11680,37.5255867,127.0522746,___,F7071C
11290,37.5924569,127.0182087,___,A66FCB
11380,37.583179,126.9061068,___,16F277
11380,37.6122006,126.9088192,___,16F277
11380,37.60508,126.9121446,___,16F277
11290,37.5963137,127.0142973,___,A66FCB
11410,37.558812,126.934147,____,194C67
11290,37.6041679,127.0378885,___,A66FCB
11290,37.6060556,127.0475388,___,A66FCB
11170,37.5515203,126.9729154,___,16EDF2
11710,37.5163579,127.1260688,___,DB3323
11200,37.5589469,127.046752,___,34EA0C
11305,37.6371315,127.007544,___,F27616
11500,37.5421699,126.8468431,___,A816F2
11590,37.5067515,126.9277454,___,34EA0C
11590,37.4921384,126.9166599,___,34EA0C
11290,37.5884384,127.0295868,___,A66FCB
11290,37.5936325,127.0140286,___,A66FCB
11380,37.6422519,126.934085,___,16F277
11500,37.5435569,126.7978763,___,A816F2
11710,37.5014009,127.1586471,___,DB3323
11350,37.6449368,127.0737283,___,C5F216
11350,37.6403353,127.0776372,___,C5F216
11305,37.6457235,127.0204494,___,F27616
11320,37.6597831,127.0311865,___,F2B416
11710,37.5023386,127.1230275,___,DB3323
11350,37.6397013,127.0657916,___,C5F216
11350,37.6232494,127.0689643,___,C5F216
11350,37.6307835,127.0486895,___,C5F216
11710,37.5030986,127.1424217,___,DB3323
11350,37.6295194,127.0515124,___,C5F216
11350,37.6280905,127.0532717,___,C5F216
11350,37.62722,127.0516875,___,C5F216
11710,37.4975793,127.1512743,___,DB3323
11350,37.6348705,127.0712993,___,C5F216
11350,37.6370714,127.0633298,___,C5F216
11350,37.6442022,127.0614697,___,C5F216
11350,37.651721,127.0571617,___,C5F216
11350,37.6519915,127.0592957,___,C5F216
11350,37.6492494,127.0586622,___,C5F216
11350,37.6504775,127.0633196,___,C5F216
11350,37.6512797,127.066805,___,C5F216
11350,37.6703363,127.0555516,___,C5F216
11350,37.6679446,127.053321,___,C5F216
11350,37.6657426,127.0532382,___,C5F216
11350,37.6660853,127.054735,___,C5F216
11350,37.6628704,127.0543004,___,C5F216
11350,37.6628526,127.0561867,___,C5F216
11350,37.6692745,127.0583338,___,C5F216
11350,37.6680075,127.0620318,___,C5F216
11350,37.6632746,127.059867,___,C5F216
11350,37.65905,127.0567235,___,C5F216
11350,37.6599011,127.061065,___,C5F216
11350,37.6875646,127.053304,___,C5F216
11530,37.5010265,126.8904376,___,16EDF2
11290,37.5977875,127.0211775,___,A66FCB
11290,37.6106601,126.9935398,___,A66FCB
11290,37.582363,127.0090132,___,A66FCB
11290,37.5838929,127.0165128,___,A66FCB
11290,37.6108306,127.0386769,___,A66FCB
11290,37.6015468,127.0389498,___,A66FCB
11290,37.6203285,127.0533143,___,A66FCB
11305,37.62994,127.0429154,___,F27616
11305,37.6320995,127.0255859,___,F27616
11305,37.6335613,127.0252706,___,F27616
11305,37.6182163,127.0243007,___,F27616
11305,37.6181523,127.0270601,___,F27616
11305,37.6357842,127.0249482,___,F27616
11305,37.6393474,127.0329993,___,F27616
11305,37.6297165,127.0398433,___,F27616
11305,37.6237396,127.0464875,___,F27616
11305,37.6331769,127.0206696,___,F27616
11305,37.6424025,127.0268239,___,F27616
11305,37.6405571,127.0244424,___,F27616
11305,37.6201422,127.0350955,___,F27616
11320,37.6539114,127.0508754,___,F2B416
11320,37.6631998,127.0419887,___,F2B416
11320,37.6876469,127.040677,___,F2B416
11320,37.646582,127.0450197,___,F2B416
11320,37.6430857,127.0486333,___,F2B416
11320,37.6468398,127.0518019,___,F2B416
11320,37.6503967,127.0529641,___,F2B416
11320,37.6475738,127.050902,___,F2B416
11350,37.674712,127.0620735,___,C5F216
11350,37.6695451,127.0505111,___,C5F216
11350,37.650782,127.0646754,___,C5F216
11350,37.648671,127.0711077,___,C5F216
11350,37.6471886,127.0756055,___,C5F216
11350,37.645291,127.0566435,___,C5F216
11350,37.6439642,127.0881208,___,C5F216
11350,37.6426723,127.0874134,___,C5F216
11350,37.644169,127.0881482,___,C5F216
11560,37.5390641,126.898631,____,1E6CD6
11560,37.5033253,126.8992024,____,1E6CD6
11560,37.5214533,126.9037833,____,1E6CD6
11320,37.6496495,127.0437917,___,F2B416
11350,37.6486447,127.0664323,___,C5F216
11560,37.4984624,126.8973129,____,1E6CD6
11560,37.492789,126.899438,____,1E6CD6
11560,37.5015457,126.9061645,____,1E6CD6
11530,37.5096947,126.8903898,___,16EDF2
11530,37.4965469,126.8564394,___,16EDF2
11560,37.5162236,126.9153946,____,1E6CD6
11590,37.4980415,126.9219398,___,34EA0C
11590,37.4924428,126.9369933,___,34EA0C
11530,37.5139956,126.8828703,___,16EDF2
11350,37.6575682,127.0613426,___,C5F216
11590,37.5082997,126.9544141,___,34EA0C
11590,37.503168,126.9780267,___,34EA0C
11590,37.504625,126.9752058,___,34EA0C
11590,37.499176,126.9844917,___,34EA0C
11590,37.4939764,126.9411029,___,34EA0C
11590,37.5102375,126.9285703,___,34EA0C
11590,37.5075563,126.9278282,___,34EA0C
11590,37.506801,126.9355832,___,34EA0C
11590,37.5138449,126.9481992,___,34EA0C
11590,37.4858652,126.9745605,___,34EA0C
11620,37.4778253,126.9556392,___,E616F2
11620,37.484139,126.9263886,___,E616F2
11620,37.4688286,126.9316063,___,E616F2
11620,37.4847939,126.9033032,___,E616F2
11620,37.4614817,126.9329263,___,E616F2
11620,37.4593349,126.9291917,___,E616F2
11620,37.4670754,126.9472006,___,E616F2
11620,37.458914,126.9461979,___,E616F2
11620,37.4550754,126.9471745,___,E616F2
11620,37.4711668,126.9602006,___,E616F2
11650,37.4454321,127.0570701,___,16F22D
11650,37.4682722,127.0311235,___,16F22D
11215,37.5380333,127.0923891,___,F28116
11215,37.5320208,127.0878849,___,F28116
11215,37.5459266,127.103908,___,F28116
11215,37.535781,127.0777057,___,F28116
11215,37.5302033,127.0824409,___,F28116
11215,37.5415522,127.0696986,___,F28116
11215,37.5463893,127.0679173,___,F28116
11215,37.5427206,127.0669007,___,F28116
11215,37.5628462,127.0961772,___,F28116
11620,37.4700452,126.9325326,___,E616F2
11215,37.5369695,127.0946358,___,F28116
11215,37.5480701,127.1006935,___,F28116
11215,37.5403016,127.1016403,___,F28116
11215,37.5307597,127.0813548,___,F28116
11215,37.5415522,127.0696986,___,F28116
11215,37.5589084,127.0910671,___,F28116
11215,37.5468061,127.0778508,___,F28116
11260,37.6145493,127.1009212,___,16DEF2
11260,37.5856761,127.0913319,___,16DEF2
11260,37.597671,127.0966698,___,16DEF2
11260,37.5931827,127.0823863,___,16DEF2
11260,37.5981593,127.0774472,___,16DEF2
11260,37.5731232,127.0833126,___,16DEF2
11260,37.5768823,127.084358,___,16DEF2
11260,37.604121,127.0805124,___,16DEF2
11260,37.5808711,127.0965242,___,16DEF2
11260,37.6137871,127.0891913,___,16DEF2
11260,37.6066405,127.0915329,___,16DEF2
11560,37.5233362,126.8882279,____,1E6CD6
11650,37.4682722,127.0311235,___,16F22D
11650,37.4682722,127.0311235,___,16F22D
11650,37.4765543,127.0137811,___,16F22D
11650,37.462376,126.9884283,___,16F22D
11650,37.4768065,126.9825339,___,16F22D
11680,37.5243955,127.0351332,___,F7071C
11680,37.5022569,127.0299928,___,F7071C
11680,37.5009677,127.0299964,___,F7071C
11680,37.4899751,127.0774748,___,F7071C
11680,37.4895773,127.0571726,___,F7071C
11680,37.482797,127.0661575,___,F7071C
11680,37.4896583,127.0441451,___,F7071C
11680,37.4925844,127.0826746,___,F7071C
11650,37.4716699,127.0423731,___,16F22D
11680,37.4955897,127.0786243,___,F7071C
11680,37.4809932,127.0780984,___,F7071C
11680,37.5154949,127.0252215,___,F7071C
11680,37.4919837,127.0731913,___,F7071C
11680,37.4960407,127.0758232,___,F7071C
11680,37.4807248,127.0807777,___,F7071C
11680,37.4920982,127.0882175,___,F7071C
11680,37.4797079,127.0812933,___,F7071C
11680,37.4652222,127.1099722,___,F7071C
